,
population:,7800000000
,
,Row 1
Mean,3030.45390070922
Standard Error,220.370954750363
Mode,100
Median,3460
First Quartile ,112
Third Quartile,5254
Variance,6847433.43535968
Standard Deviation,2616.76010275296
Kurtosis,-1.40048472573576
Skewness,0.149555231420614
Range,8855
Minimum,2
Maximum,8857
Sum,427294
Count,141
