Azerbaijan,10139177,5,6,4,5,5,4,2,4,2,5,3,5,2,3,2,2,2,1,2,0,3,2,1,2,1,1,3,0,1,0,2,1,0,1,3,0,0,2,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,3,0,2,0,1,1,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint_Vincent_and_the_Grenadines,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,2142249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,53771296,4,3,1,3,1,1,4,1,4,3,2,5,1,1,4,3,3,0,1,1,0,0,0,0,0,0,0,5,3,2,4,3,1,2,1,0,3,2,0,0,2,1,4,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,1,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San_Marino,33931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,2,0,0,2,0,4,0,1,3,0,1,0,0,0,1,0,0,6,3,0,4,0,2,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,9537645,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,2,3,3,4,6,2,0,1,0,8,0,4,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo_Kinshasa,Unknown,3,2,6,2,3,3,1,3,3,3,0,0,3,0,0,1,0,1,4,0,0,2,0,0,0,0,0,11,0,0,6,3,0,2,0,3,1,1,0,1,0,1,1,1,0,2,0,0,3,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2,0,0,0,0,0,5,0,4,1,0,2,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,84339067,15,17,17,18,19,23,21,18,21,24,22,23,25,26,28,30,34,28,29,32,32,27,27,23,28,31,44,41,48,55,58,53,55,47,50,48,57,64,59,64,61,78,84,93,89,92,95,99,106,109,115,117,119,123,127,121,126,125,115,107,98,97,95,98,96,87,76,75,73,76,69,79,63,46,37,23,16,17,16,15,7,7,21,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,38928346,20,21,21,15,12,30,18,9,6,24,5,8,8,3,11,8,7,1,1,2,11,12,6,9,5,4,1,15,17,4,5,5,2,5,6,3,2,9,5,5,13,4,4,4,2,1,7,3,4,1,2,4,0,3,3,0,0,5,2,2,3,0,3,0,1,0,3,4,0,1,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,164689383,46,37,37,45,42,42,35,30,35,37,37,22,40,28,23,15,22,21,21,28,20,24,22,16,21,21,14,16,15,14,19,11,11,14,8,7,13,3,1,5,2,5,2,5,8,3,7,5,9,4,7,10,9,10,7,9,15,10,4,7,5,4,3,6,1,3,5,3,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
